## Milwaukee Bucks — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
AJ Green	32:11	4	8	0.5	4	8	0.5	3	3	1.0	1	5	6	1	0	0	1	1	15	-13.0
Kyle Kuzma	17:35	1	3	0.3	0	0	0.0	1	2	0.5	1	4	5	0	1	0	5	3	3	-13.0
Myles Turner	27:18	5	9	0.6	2	6	0.3	1	5	0.2	2	4	6	3	0	5	2	2	13	-6.0
Kevin Porter Jr.	36:08	10	19	0.5	1	5	0.2	7	7	1.0	0	4	4	7	1	0	3	5	28	-21.0
Ryan Rollins	32:28	6	16	0.4	2	6	0.3	0	0	0.0	0	6	6	3	2	0	6	4	14	-11.0
Jericho Sims	27:44	2	4	0.5	0	0	0.0	1	2	0.5	1	5	6	1	2	0	0	2	5	-9.0
Bobby Portis	16:35	4	6	0.7	2	2	1.0	0	0	0.0	0	0	0	0	0	0	0	1	10	-12.0
Gary Harris	14:08	0	2	0.0	0	2	0.0	0	0	0.0	0	0	0	0	0	1	0	0	0	-7.0
Pete Nance	9:35	2	2	1.0	1	1	1.0	0	0	0.0	0	0	0	0	0	0	1	2	5	-3.0
Cam Thomas	13:22	1	5	0.2	0	1	0.0	2	2	1.0	0	1	1	1	0	0	1	0	4	-1.0
Ousmane Dieng	5:08	1	3	0.3	0	2	0.0	0	0	0.0	0	1	1	0	1	0	0	0	2	-1.0
Andre Jackson Jr.	4:10	0	0	0.0	0	0	0.0	0	0	0.0	0	1	1	0	0	0	0	0	0	0.0
Thanasis Antetokounmpo	3:38	0	0	0.0	0	0	0.0	0	0	0.0	1	0	1	1	0	0	0	1	0	+2.0

## Orlando Magic — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Desmond Bane	30:55	8	11	0.7	2	5	0.4	7	7	1.0	1	2	3	1	0	0	2	3	25	+9.0
Paolo Banchero	32:43	3	10	0.3	2	4	0.5	3	4	0.8	0	9	9	3	0	0	2	2	11	+14.0
Wendell Carter Jr.	24:15	2	8	0.2	0	4	0.0	0	0	0.0	1	7	8	2	2	0	0	3	4	-1.0
Anthony Black	34:09	8	13	0.6	2	6	0.3	8	9	0.9	2	3	5	2	2	1	1	2	26	+13.0
Jalen Suggs	26:48	3	7	0.4	1	3	0.3	0	0	0.0	1	2	3	10	5	1	2	2	7	+9.0
Jase Richardson	17:04	2	6	0.3	1	3	0.3	0	0	0.0	2	1	3	0	0	0	1	2	5	+14.0
Tristan da Silva	13:25	1	5	0.2	1	4	0.2	0	0	0.0	0	1	1	1	2	0	0	0	3	+15.0
Franz Wagner	16:37	6	10	0.6	2	4	0.5	0	0	0.0	0	2	2	5	0	0	1	3	14	+7.0
Moritz Wagner	16:08	5	8	0.6	2	3	0.7	2	3	0.7	1	1	2	0	2	0	0	0	14	+21.0
Jonathan Isaac	4:18	0	0	0.0	0	0	0.0	2	2	1.0	0	1	1	1	0	1	0	0	2	-5.0
Noah Penda	15:48	2	4	0.5	1	3	0.3	0	0	0.0	3	3	6	2	1	0	2	0	5	+1.0
Jevon Carter	4:10	0	3	0.0	0	2	0.0	0	0	0.0	0	1	1	0	0	0	0	0	0	0.0
Jett Howard	3:38	0	1	0.0	0	1	0.0	2	2	1.0	0	0	0	0	0	0	0	1	2	-2.0
