## Chicago Bulls — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Isaac Okoro	25:29	3	7	0.4	0	3	0.0	3	4	0.8	1	2	3	0	0	0	2	1	9	-32.0
Matas Buzelis	21:16	1	7	0.1	0	5	0.0	0	0	0.0	1	2	3	2	0	3	3	2	2	-37.0
Nikola Vučević	22:10	5	12	0.4	0	3	0.0	2	2	1.0	2	0	2	1	1	0	1	3	12	-37.0
Coby White	29:30	4	13	0.3	0	6	0.0	8	8	1.0	0	4	4	3	0	0	4	2	16	-42.0
Ayo Dosunmu	26:15	3	9	0.3	1	4	0.2	3	3	1.0	1	5	6	1	0	0	3	1	10	-46.0
Dalen Terry	27:35	3	7	0.4	2	3	0.7	0	1	0.0	2	4	6	3	1	1	1	1	8	-5.0
Patrick Williams	27:30	3	12	0.2	0	7	0.0	3	4	0.8	3	7	10	1	1	1	3	2	9	-8.0
Julian Phillips	22:31	3	11	0.3	2	5	0.4	2	2	1.0	2	1	3	0	1	0	0	1	10	-11.0
Yuki Kawamura	26:42	1	4	0.2	0	3	0.0	4	4	1.0	1	5	6	6	0	0	1	1	6	+2.0
Lachlan Olbrich	11:01	2	5	0.4	1	2	0.5	4	6	0.7	2	2	4	1	1	1	0	2	9	+1.0

## Miami Heat — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Simone Fontecchio	18:24	1	5	0.2	0	2	0.0	0	0	0.0	3	4	7	4	0	0	1	3	2	+24.0
Andrew Wiggins	24:29	5	12	0.4	1	4	0.2	3	3	1.0	1	2	3	4	1	3	0	2	14	+31.0
Bam Adebayo	22:15	8	11	0.7	2	3	0.7	2	4	0.5	2	7	9	3	1	0	0	0	20	+26.0
Pelle Larsson	23:39	8	11	0.7	3	4	0.8	1	2	0.5	2	2	4	4	1	1	2	2	20	+33.0
Davion Mitchell	20:58	5	9	0.6	3	5	0.6	0	0	0.0	0	2	2	6	2	0	1	2	13	+34.0
Jaime Jaquez Jr.	19:15	6	15	0.4	1	3	0.3	1	1	1.0	0	5	5	1	0	0	0	1	14	+9.0
Dru Smith	21:14	3	7	0.4	1	4	0.2	3	4	0.8	1	3	4	6	3	0	0	1	10	+18.0
Kasparas Jakučionis	19:27	2	5	0.4	0	2	0.0	0	1	0.0	0	1	1	9	0	0	1	5	4	+6.0
Kel'el Ware	18:24	8	15	0.5	1	5	0.2	0	0	0.0	2	4	6	1	0	0	1	0	17	+25.0
Myron Gardner	22:32	2	7	0.3	1	3	0.3	0	0	0.0	1	6	7	2	0	0	0	4	5	+13.0
Keshad Johnson	12:00	3	5	0.6	1	2	0.5	2	2	1.0	2	2	4	1	0	0	2	1	9	+4.0
Jahmir Young	10:02	1	3	0.3	0	1	0.0	0	0	0.0	1	0	1	2	0	0	0	1	2	0.0
Vladislav Goldin	7:21	2	2	1.0	0	0	0.0	0	0	0.0	0	1	1	1	0	1	0	3	4	-8.0
