SEASON_1,SEASON_2,TEAM_NAME,PLAYER_NAME,POSITION_GROUP,POSITION,SHOT_MADE,SHOT_TYPE,GAME_DATE,BASIC_ZONE,ZONE_NAME,YEAR
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Travis Hansen,F,SF,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Boston Celtics,Jiri Welsch,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Denver Nuggets,Rodney White,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Derek Fisher,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Portland Trail Blazers,Derek Anderson,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,San Antonio Spurs,Charlie Ward,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Gary Payton,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Utah Jazz,Raul Lopez,G,PG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Utah Jazz,Sasha Pavlovic,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Travis Hansen,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Memphis Grizzlies,Ryan Humphrey,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Chicago Bulls,Marcus Fizer,F,SF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Minnesota Timberwolves,Darrick Martin,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Boston Celtics,Ricky Davis,F,SF-SG,True,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Atlanta Hawks,Chris Crawford,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Boston Celtics,Ricky Davis,F,SF-SG,True,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Miami Heat,Rasual Butler,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Phoenix Suns,Joe Johnson,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,Kyle Korver,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Atlanta Hawks,Travis Hansen,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Phoenix Suns,Joe Johnson,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Los Angeles Clippers,Keyon Dooling,G,PG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Utah Jazz,Raja Bell,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Houston Rockets,Scott Padgett,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Vladimir Radmanovic,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Washington Wizards,Steve Blake,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Chris Webber,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Indiana Pacers,Fred Jones,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Washington Wizards,Steve Blake,G,PG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Atlanta Hawks,Travis Hansen,F,SF,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Portland Trail Blazers,Derek Anderson,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Vladimir Radmanovic,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Milwaukee Bucks,Michael Redd,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Dallas Mavericks,Tony Delk,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Doug Christie,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Lakers,Gary Payton,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Phoenix Suns,Casey Jacobsen,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Denver Nuggets,Carmelo Anthony,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Austin Croshere,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Los Angeles Clippers,Keyon Dooling,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Toronto Raptors,Jalen Rose,G,PG-SF,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Washington Wizards,Juan Dixon,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,New Orleans Hornets,Maurice Carter,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Utah Jazz,Raja Bell,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Indiana Pacers,Jonathan Bender,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Atlanta Hawks,Chris Crawford,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Doug Christie,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,Aaron McKie,F,SF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Denver Nuggets,Voshon Lenard,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Indiana Pacers,Austin Croshere,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Portland Trail Blazers,Derek Anderson,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Minnesota Timberwolves,Darrick Martin,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Donyell Marshall,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Eric Piatkowski,F,SF,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Golden State Warriors,Jason Richardson,G,SG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,New Jersey Nets,Zoran Planinic,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Dallas Mavericks,Marquis Daniels,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Richie Frahm,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New York Knicks,Tim Thomas,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Indiana Pacers,Austin Croshere,F,PF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Orlando Magic,Tyronn Lue,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Memphis Grizzlies,James Posey,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Indiana Pacers,Fred Jones,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,New York Knicks,Stephon Marbury,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Miami Heat,Rasual Butler,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,New Orleans Hornets,Baron Davis,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Denver Nuggets,Voshon Lenard,G,SG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Phoenix Suns,Joe Johnson,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Houston Rockets,Mike Wilks,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Washington Wizards,Juan Dixon,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Jonathan Bender,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Boston Celtics,Walter McCarty,F,PF,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Houston Rockets,Eric Piatkowski,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Washington Wizards,Juan Dixon,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Boston Celtics,Marcus Banks,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Washington Wizards,Mitchell Butler,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Miami Heat,Rafer Alston,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Philadelphia 76ers,Willie Green,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Jersey Nets,Lucious Harris,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Denver Nuggets,Rodney White,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Michael Redd,G,SG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,New Jersey Nets,Rodney Rogers,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Donyell Marshall,F,PF,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Los Angeles Clippers,Eddie House,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Houston Rockets,Scott Padgett,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Clifford Robinson,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Cleveland Cavaliers,LeBron James,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Chicago Bulls,Marcus Fizer,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Atlanta Hawks,Jason Terry,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Dallas Mavericks,Michael Finley,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Austin Croshere,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Atlanta Hawks,Stephen Jackson,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Denver Nuggets,Nikoloz Tskitishvili,F,PF,False,2PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Utah Jazz,Sasha Pavlovic,F,SF,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Memphis Grizzlies,James Posey,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Boston Celtics,Ricky Davis,F,SF-SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,San Antonio Spurs,Hedo Turkoglu,F,SF,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Cleveland Cavaliers,Jeff McInnis,G,SG-PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Golden State Warriors,Brian Cardinal,F,PF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Washington Wizards,Gilbert Arenas,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Dallas Mavericks,Tony Delk,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,New Orleans Hornets,Baron Davis,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Anthony Peeler,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Washington Wizards,Juan Dixon,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Clippers,Eddie House,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,New Orleans Hornets,Baron Davis,G,PG,True,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Miami Heat,Rasual Butler,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Boston Celtics,Jiri Welsch,G,SG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Portland Trail Blazers,Dan Dickau,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,Kyle Korver,F,SF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Seattle SuperSonics,Vladimir Radmanovic,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Anthony Johnson,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Utah Jazz,Raul Lopez,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Utah Jazz,Sasha Pavlovic,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Vlade Divac,C,C,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Seattle SuperSonics,Brent Barry,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Utah Jazz,Andrei Kirilenko,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,John Salmons,G,SG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Los Angeles Clippers,Quentin Richardson,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Golden State Warriors,Jason Richardson,G,SG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Seattle SuperSonics,Vladimir Radmanovic,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New Orleans Hornets,Baron Davis,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Boston Celtics,Walter McCarty,F,PF,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Indiana Pacers,Austin Croshere,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Houston Rockets,Bostjan Nachbar,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Clippers,Eddie House,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Minnesota Timberwolves,Wally Szczerbiak,F,SF,True,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Los Angeles Lakers,Kobe Bryant,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Cleveland Cavaliers,Jeff McInnis,G,SG-PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Washington Wizards,Gilbert Arenas,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Back Court,2004
2004,2003-04,Utah Jazz,Mo Williams,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Indiana Pacers,Jamaal Tinsley,G,PG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Los Angeles Lakers,Derek Fisher,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Indiana Pacers,Jamaal Tinsley,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Clippers,Quentin Richardson,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Golden State Warriors,Mike Dunleavy,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Utah Jazz,Raul Lopez,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Mike Bibby,G,PG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Toronto Raptors,Jalen Rose,G,PG-SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Minnesota Timberwolves,Latrell Sprewell,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Dallas Mavericks,Dirk Nowitzki,C,C,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Boston Celtics,Jiri Welsch,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Los Angeles Lakers,Luke Walton,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Denver Nuggets,Carmelo Anthony,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Jersey Nets,Kerry Kittles,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Portland Trail Blazers,Damon Stoudamire,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Philadelphia 76ers,Aaron McKie,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Boston Celtics,Walter McCarty,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Philadelphia 76ers,John Salmons,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,New York Knicks,Tim Thomas,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Cleveland Cavaliers,Jeff McInnis,G,SG-PG,True,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Boston Celtics,Chucky Atkins,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Milwaukee Bucks,Brevin Knight,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Toronto Raptors,Roger Mason Jr.,G,SG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Cleveland Cavaliers,LeBron James,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Chicago Bulls,Kirk Hinrich,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Sacramento Kings,Peja Stojakovic,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Houston Rockets,Mike Wilks,G,PG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Milwaukee Bucks,Michael Redd,G,SG,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,San Antonio Spurs,Manu Ginobili,G,SG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Golden State Warriors,Mickael Pietrus,G,PG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Seattle SuperSonics,Luke Ridnour,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Boston Celtics,Walter McCarty,F,PF,False,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,New Orleans Hornets,Shammond Williams,G,SG-PG,False,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Chicago Bulls,Jamal Crawford,G,SG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,New Jersey Nets,Richard Jefferson,F,SF,True,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Boston Celtics,Walter McCarty,F,PF,True,3PT Field Goal,04-14-2004,Above the Break 3,Right Side Center,2004
2004,2003-04,Orlando Magic,Keith Bogans,F,SF,True,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Phoenix Suns,Leandro Barbosa,G,PG,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
2004,2003-04,Los Angeles Lakers,Gary Payton,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Boston Celtics,Chucky Atkins,G,PG,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Minnesota Timberwolves,Sam Cassell,G,PG,True,3PT Field Goal,04-14-2004,Left Corner 3,Left Side,2004
2004,2003-04,Milwaukee Bucks,Keith Van Horn,F,SF,False,3PT Field Goal,04-14-2004,Above the Break 3,Left Side Center,2004
2004,2003-04,Seattle SuperSonics,Ray Allen,G,SG,False,3PT Field Goal,04-14-2004,Above the Break 3,Center,2004
2004,2003-04,Golden State Warriors,Clifford Robinson,F,PF,False,3PT Field Goal,04-14-2004,Right Corner 3,Right Side,2004
