## Los Angeles Clippers — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Kawhi Leonard	31:29	7	19	0.4	2	7	0.3	8	9	0.9	2	6	8	3	1	0	1	1	24	-16.0
John Collins	30:59	8	14	0.6	0	2	0.0	1	2	0.5	2	6	8	1	0	0	1	1	17	-11.0
Brook Lopez	29:05	3	6	0.5	1	2	0.5	0	0	0.0	0	2	2	0	1	1	2	3	7	-8.0
Derrick Jones Jr.	26:43	2	7	0.3	2	6	0.3	0	0	0.0	0	1	1	0	0	2	1	0	6	-7.0
Kris Dunn	27:48	3	5	0.6	0	1	0.0	0	0	0.0	1	1	2	7	4	0	1	5	6	-9.0
Bennedict Mathurin	25:54	4	13	0.3	0	2	0.0	1	1	1.0	3	4	7	4	3	0	0	4	9	+4.0
Yanic Konan Niederhäuser	13:27	1	3	0.3	0	0	0.0	1	2	0.5	2	2	4	0	0	2	1	1	3	-7.0
Kobe Sanders	15:49	1	9	0.1	0	5	0.0	0	0	0.0	2	2	4	4	0	0	1	1	2	-8.0
Jordan Miller	16:54	2	5	0.4	2	4	0.5	3	6	0.5	3	1	4	2	0	0	3	0	9	-5.0
Cam Christie	5:28	0	1	0.0	0	0	0.0	0	0	0.0	0	2	2	0	1	0	0	0	0	+8.0
TyTy Washington Jr.	5:28	1	2	0.5	1	1	1.0	0	0	0.0	1	0	1	1	0	0	0	2	3	+8.0
Isaiah Jackson	5:28	2	2	1.0	0	0	0.0	1	3	0.3	0	1	1	0	0	0	0	0	5	+8.0
Dalano Banton	5:28	2	2	1.0	0	0	0.0	0	0	0.0	1	0	1	2	1	0	0	0	4	+8.0

## Houston Rockets — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Kevin Durant	37:43	8	22	0.4	3	7	0.4	7	7	1.0	1	5	6	3	2	0	5	1	26	+3.0
Jabari Smith Jr.	37:29	4	11	0.4	2	3	0.7	3	3	1.0	2	8	10	3	1	1	1	2	13	+13.0
Alperen Sengun	34:33	9	14	0.6	1	2	0.5	3	4	0.8	1	6	7	5	0	0	3	4	22	+9.0
Tari Eason	29:42	2	10	0.2	2	6	0.3	0	0	0.0	2	3	5	1	1	0	2	2	6	0.0
Amen Thompson	37:23	6	10	0.6	1	2	0.5	3	4	0.8	2	4	6	1	1	1	0	0	16	+9.0
Reed Sheppard	29:33	6	10	0.6	4	6	0.7	0	0	0.0	2	4	6	4	2	1	4	2	16	-5.0
Clint Capela	13:21	0	0	0.0	0	0	0.0	0	0	0.0	0	3	3	0	0	1	0	2	0	-5.0
Dorian Finney-Smith	20:12	1	2	0.5	1	2	0.5	0	0	0.0	0	1	1	2	0	1	1	2	3	+11.0
