## Minnesota Timberwolves — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Jaden McDaniels	34:14	8	14	0.6	3	5	0.6	1	1	1.0	1	3	4	2	0	0	3	4	20	-1.0
Julius Randle	35:09	11	17	0.6	4	5	0.8	1	1	1.0	1	6	7	7	1	0	4	4	27	+11.0
Rudy Gobert	30:48	4	8	0.5	0	1	0.0	1	4	0.2	5	11	16	0	2	2	0	0	9	+4.0
Anthony Edwards	38:44	9	21	0.4	1	6	0.2	14	16	0.9	0	2	2	3	1	1	1	2	33	+18.0
Donte DiVincenzo	17:38	4	7	0.6	3	5	0.6	0	0	0.0	1	0	1	5	1	0	2	5	11	+7.0
Naz Reid	30:54	7	14	0.5	6	10	0.6	0	0	0.0	1	8	9	5	3	0	1	1	20	+15.0
Mike Conley	17:56	0	1	0.0	0	1	0.0	0	0	0.0	0	3	3	2	2	2	1	0	0	+18.0
Jaylen Clark	16:32	2	3	0.7	0	1	0.0	1	1	1.0	1	1	2	0	1	0	1	2	5	+18.0
Joan Beringer	5:14	1	1	1.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	2	+6.0
Bones Hyland	12:51	1	3	0.3	1	3	0.3	1	1	1.0	1	0	1	4	1	0	1	3	4	-11.0

## Memphis Grizzlies — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Vince Williams Jr.	22:37	3	6	0.5	1	3	0.3	1	2	0.5	2	2	4	0	0	0	1	0	8	-12.0
Jaylen Wells	26:35	5	13	0.4	2	5	0.4	3	6	0.5	2	4	6	1	0	0	1	3	15	-5.0
Jock Landale	26:01	3	7	0.4	1	3	0.3	0	0	0.0	4	4	8	2	2	0	3	0	7	-14.0
Cedric Coward	27:17	3	9	0.3	0	4	0.0	2	2	1.0	1	5	6	3	1	2	3	2	8	-13.0
Ty Jerome	19:30	6	12	0.5	2	7	0.3	6	7	0.9	0	1	1	6	1	0	2	3	20	-8.0
Javon Small	21:36	3	9	0.3	1	3	0.3	0	2	0.0	2	2	4	6	1	0	0	0	7	-7.0
Cam Spencer	25:23	2	4	0.5	1	2	0.5	0	0	0.0	0	3	3	5	2	0	1	2	5	-5.0
GG Jackson	27:37	8	11	0.7	1	3	0.3	2	2	1.0	0	4	4	5	0	1	2	3	19	-6.0
Olivier-Maxence Prosper	21:59	6	9	0.7	1	4	0.2	0	0	0.0	2	3	5	0	1	1	1	2	13	-3.0
Kentavious Caldwell-Pope	21:25	5	10	0.5	0	3	0.0	2	3	0.7	0	2	2	1	0	0	0	1	12	-12.0
