## Memphis Grizzlies — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Jahmai Mashack	30:12	3	9	0.3	2	7	0.3	0	0	0.0	0	1	1	1	6	0	2	1	8	-1.0
GG Jackson	30:08	4	10	0.4	2	4	0.5	1	2	0.5	0	8	8	2	1	2	0	1	11	-5.0
Kyle Anderson	26:42	5	6	0.8	0	0	0.0	1	3	0.3	1	5	6	2	2	2	1	3	11	-6.0
Kentavious Caldwell-Pope	30:56	5	14	0.4	1	4	0.2	0	0	0.0	2	2	4	0	1	0	3	2	11	-16.0
Ty Jerome	19:54	4	10	0.4	2	5	0.4	3	3	1.0	0	1	1	1	1	1	4	4	13	-7.0
Walter Clayton Jr.	27:48	3	8	0.4	0	5	0.0	2	2	1.0	0	4	4	7	3	0	2	1	8	0.0
Javon Small	27:35	7	10	0.7	2	4	0.5	6	6	1.0	2	4	6	4	0	1	0	0	22	0.0
Olivier-Maxence Prosper	25:09	9	13	0.7	7	8	0.9	0	0	0.0	0	5	5	0	0	0	1	0	25	+1.0
Taylor Hendricks	21:36	2	4	0.5	0	1	0.0	2	5	0.4	0	1	1	2	0	0	1	3	6	-1.0

## Portland Trail Blazers — Box Score

PLAYER	MIN	FGM	FGA	FG%	3PM	3PA	3P%	FTM	FTA	FT%	OREB	DREB	REB	AST	STL	BLK	TO	PF	PTS	+/-
Sidy Cissoko	32:45	3	10	0.3	1	5	0.2	0	0	0.0	3	7	10	4	2	0	2	3	7	+6.0
Toumani Camara	33:48	3	10	0.3	1	5	0.2	1	1	1.0	2	5	7	1	1	1	0	2	8	+18.0
Donovan Clingan	36:04	8	15	0.5	2	6	0.3	2	2	1.0	8	11	19	3	1	2	2	4	20	+19.0
Jerami Grant	32:52	10	17	0.6	6	10	0.6	3	5	0.6	1	4	5	3	0	0	3	1	29	+1.0
Jrue Holiday	27:22	8	13	0.6	4	6	0.7	1	2	0.5	0	2	2	4	0	0	3	2	21	+8.0
Caleb Love	27:14	7	18	0.4	3	11	0.3	0	0	0.0	0	0	0	8	1	0	4	0	17	-3.0
Blake Wesley	8:41	3	5	0.6	2	3	0.7	2	4	0.5	0	1	1	0	0	0	2	0	10	-11.0
Vít Krejčí	26:07	4	7	0.6	2	5	0.4	0	0	0.0	0	3	3	4	2	0	0	2	10	+3.0
Rayan Rupert	11:23	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	3	0	0	0	4	0	-5.0
Yang Hansen	3:26	0	0	0.0	0	0	0.0	0	0	0.0	0	1	1	0	0	0	1	3	0	-1.0
Javonte Cooke	0:18	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0	0.0
